pilot,zip,statefips,countyfips,EmbeddedDataBid,ExternalDataReference,stratas,groupn,language
0,98004,53,33,32,736405,0,0,English
0,5773,50,21,4,937660,0,0,English
0,95076,6,87,4,77419,1,1,Both
0,54235,55,29,32,53464,2,2,English
0,71602,5,69,16,961156,2,2,English
0,93905,6,53,64,681103,1,1,Both
0,78586,48,61,4,269787,2,2,English
0,33193,12,86,64,609874,3,3,Both
0,37404,47,65,240,699419,2,2,English
0,33010,12,86,16,179300,3,3,Both
0,60447,17,63,96,733356,2,2,English
0,78542,48,215,4,419060,2,2,English
0,95476,6,97,64,646707,0,0,English
0,50111,19,153,32,840817,2,2,English
0,33010,12,86,4,597667,3,3,Both
0,37214,47,37,96,85694,2,2,English
0,93640,6,19,32,609015,1,1,Both
0,37174,47,187,32,992044,2,2,English
0,11368,36,81,96,942604,1,1,Both
0,78226,48,29,240,799735,2,2,English
0,33144,12,86,96,481660,3,3,Both
0,37919,47,93,96,300310,2,2,English
0,88063,35,13,16,874142,1,1,Both
0,60623,17,31,4,514467,5,3,Both
0,44276,39,169,240,957495,2,2,English
0,33013,12,86,240,495303,3,3,Both
0,75211,48,113,16,852871,7,3,Both
0,75211,48,113,16,150272,7,3,Both
0,53181,55,59,96,211954,2,2,English
0,92236,6,65,32,195745,1,1,Both
0,92201,6,65,16,70003,1,1,Both
0,29607,45,45,4,185374,2,2,English
0,95076,6,87,64,815238,1,1,Both
0,55443,27,53,64,872588,0,0,English
0,43220,39,49,64,688401,2,2,English
0,79835,48,141,4,557315,7,3,Both
0,75092,48,181,64,308762,2,2,English
0,11236,36,47,4,852906,0,0,English
0,70364,22,57,16,221689,2,2,English
0,85281,4,13,240,989019,0,0,English
0,40299,21,111,32,365653,2,2,English
0,40205,21,111,4,711932,2,2,English
0,33125,12,86,16,518681,3,3,Both
0,33012,12,86,32,386347,3,3,Both
0,75211,48,113,32,549381,7,3,Both
0,50265,19,153,64,734333,2,2,English
0,92254,6,65,64,792684,1,1,Both
0,27405,37,81,32,476351,0,0,English
0,77012,48,201,32,752155,7,3,Both
0,33771,12,103,240,977059,2,2,English
0,33013,12,86,16,299945,3,3,Both
0,15226,42,3,4,801724,0,0,English
0,60623,17,31,16,709825,5,3,Both
0,90015,6,37,16,617561,1,1,Both
0,78582,48,427,32,108825,7,3,Both
0,33015,12,86,96,772790,3,3,Both
0,91402,6,37,240,202490,1,1,Both
0,30501,13,139,96,991008,4,3,Both
0,27278,37,135,32,787410,0,0,English
0,33012,12,86,32,725057,3,3,Both
0,85027,4,13,32,46625,0,0,English
0,64788,29,83,4,66648,2,2,English
0,33135,12,86,16,424710,3,3,Both
0,75287,48,121,96,241618,2,2,English
0,78582,48,427,4,286573,7,3,Both
0,33016,12,86,64,595866,3,3,Both
0,78584,48,427,240,749377,7,3,Both
0,30260,13,63,32,934882,2,2,English
0,92692,6,59,64,455622,0,0,English
0,77038,48,201,240,497222,7,3,Both
0,36874,1,81,64,653334,2,2,English
0,60181,17,43,16,989937,2,2,English
0,75974,48,365,64,642375,2,2,English
0,44672,39,99,240,664870,2,2,English
0,29150,45,85,96,370691,2,2,English
0,46171,18,133,32,232189,2,2,English
0,32211,12,31,240,345359,2,2,English
0,75771,48,423,240,793296,2,2,English
0,33126,12,86,4,83528,3,3,Both
0,33168,12,86,32,651839,2,2,English
0,17098,42,43,64,988689,0,0,English
0,10034,36,61,64,256791,1,1,Both
0,75241,48,113,240,81480,2,2,English
0,37072,47,165,16,218181,2,2,English
0,76133,48,439,4,30298,2,2,English
0,79907,48,141,96,621834,7,3,Both
0,92236,6,65,96,186528,1,1,Both
0,33125,12,86,32,828916,3,3,Both
0,77036,48,201,4,851070,7,3,Both
0,75006,48,113,96,743091,2,2,English
0,77901,48,469,32,140749,2,2,English
0,79902,48,141,64,283124,2,2,English
0,48170,26,163,4,413233,0,0,English
0,33174,12,86,96,563789,3,3,Both
0,71483,22,127,64,134463,2,2,English
0,64759,29,11,32,111085,2,2,English
0,29466,45,19,64,727011,2,2,English
0,92236,6,65,64,801077,1,1,Both
0,20783,24,33,240,768152,1,1,Both
0,78584,48,427,96,278180,7,3,Both
0,33073,12,11,4,828092,2,2,English
0,76504,48,27,4,991126,2,2,English
0,75901,48,5,32,953434,2,2,English
0,22181,51,59,16,919897,0,0,English
0,33172,12,86,32,243513,3,3,Both
0,24211,51,191,240,529181,0,0,English
0,43068,39,49,64,581093,2,2,English
0,73139,40,27,16,723833,2,2,English
0,93280,6,29,96,190648,1,1,Both
0,75216,48,113,16,213143,2,2,English
0,92543,6,65,96,339921,0,0,English
0,76164,48,439,16,323747,7,3,Both
0,78573,48,215,240,428277,2,2,English
0,79849,48,141,16,780324,7,3,Both
0,35810,1,89,16,243360,2,2,English
0,85054,4,13,32,606696,0,0,English
0,79836,48,141,4,566532,7,3,Both
0,93455,6,83,16,439660,0,0,English
0,33014,12,86,64,691485,3,3,Both
0,78852,48,323,64,564884,7,3,Both
0,53081,55,117,4,558233,2,2,English
0,46383,18,127,96,970832,2,2,English
0,77036,48,201,16,548404,7,3,Both
0,43935,39,13,96,360556,2,2,English
0,30341,13,89,4,518163,4,3,Both
0,30044,13,135,240,88931,2,2,English
0,49331,26,81,240,964911,0,0,English
0,77029,48,201,240,432703,2,2,English
0,33012,12,86,4,921239,3,3,Both
0,33126,12,86,16,342581,3,3,Both
0,75220,48,113,32,942569,7,3,Both
0,31216,13,21,96,5825,2,2,English
0,57330,46,43,64,232860,0,0,English
0,33139,12,86,4,515232,3,3,Both
0,77036,48,201,64,7591,7,3,Both
0,79907,48,141,96,710708,7,3,Both
0,77093,48,201,240,262371,7,3,Both
0,43612,39,95,16,484650,2,2,English
0,33012,12,86,32,636183,3,3,Both
0,79705,48,329,4,210212,2,2,English
0,46845,18,3,32,189400,2,2,English
0,7087,34,17,4,298756,1,1,Both
0,78211,48,29,32,79526,2,2,English
0,62465,17,173,64,543766,2,2,English
0,93905,6,53,96,44671,1,1,Both
0,33013,12,86,64,779535,3,3,Both
0,44035,39,93,16,254072,2,2,English
0,75220,48,113,64,542636,7,3,Both
0,33012,12,86,16,413174,3,3,Both
0,31705,13,205,32,557503,2,2,English
0,33126,12,86,4,964699,3,3,Both
0,75220,48,113,32,933352,7,3,Both
0,77379,48,201,64,583471,2,2,English
0,76106,48,439,16,536715,7,3,Both
0,33012,12,86,240,31675,3,3,Both
0,74104,40,143,4,635783,2,2,English
0,77076,48,201,4,437647,7,3,Both
0,78415,48,355,64,578374,2,2,English
0,68008,31,177,64,220041,2,2,English
0,33135,12,86,96,42387,3,3,Both
0,76670,48,217,32,218087,2,2,English
0,71701,5,103,4,339038,2,2,English
0,45385,39,57,240,239758,2,2,English
0,72121,5,145,4,668531,2,2,English
0,41537,21,195,4,215556,2,2,English
0,90057,6,37,64,876614,1,1,Both
0,65401,29,161,32,680373,2,2,English
0,33142,12,86,16,187387,3,3,Both
0,30501,13,139,240,66224,4,3,Both
0,45202,39,61,16,959143,2,2,English
0,64029,29,95,16,936954,2,2,English
0,33125,12,86,240,428159,3,3,Both
0,32168,12,127,64,762902,2,2,English
0,77076,48,201,32,731920,7,3,Both
0,31031,13,319,16,467805,2,2,English
0,92254,6,65,96,28038,1,1,Both
0,93660,6,19,64,467311,1,1,Both
0,74003,40,147,64,937625,2,2,English
0,77039,48,201,4,995246,7,3,Both
0,26651,54,67,16,405087,0,0,English
0,44505,39,99,32,433468,2,2,English
0,75062,48,113,96,921663,2,2,English
0,79901,48,141,240,113769,7,3,Both
0,33579,12,57,64,593912,2,2,English
0,77433,48,201,32,637125,2,2,English
0,61080,17,201,32,35701,2,2,English
0,60623,17,31,96,237804,5,3,Both
0,38671,28,33,64,310351,2,2,English
0,11420,36,81,4,436187,0,0,English
0,78947,48,287,64,974034,2,2,English
0,75229,48,113,32,561070,7,3,Both
0,77022,48,201,96,245738,7,3,Both
0,39402,28,73,16,533360,2,2,English
0,33014,12,86,16,451690,3,3,Both
0,31405,13,51,4,948219,2,2,English
0,33013,12,86,64,770318,3,3,Both
0,68873,31,93,4,43117,2,2,English
0,44109,39,35,32,85541,2,2,English
0,76179,48,439,32,83952,2,2,English
0,73080,40,87,96,500824,2,2,English
0,33125,12,86,64,900180,3,3,Both
0,77039,48,201,4,550876,7,3,Both
0,77057,48,201,96,845149,7,3,Both
0,77379,48,201,16,450160,2,2,English
0,78040,48,479,96,105529,7,3,Both
0,27104,37,67,32,227339,0,0,English
0,78582,48,427,4,659679,7,3,Both
0,53097,55,89,96,69426,2,2,English
0,47331,18,41,240,829952,2,2,English
0,3103,33,11,16,750695,0,0,English
0,94546,6,1,32,23765,0,0,English
0,79905,48,141,32,381215,7,3,Both
0,85298,4,13,240,766834,0,0,English
0,60631,17,31,96,523684,2,2,English
0,79905,48,141,4,25719,7,3,Both
0,44135,39,35,96,743703,2,2,English
0,31419,13,51,32,637160,2,2,English
0,87532,35,39,16,536256,0,0,English
0,33016,12,86,16,35795,3,3,Both
0,52655,19,57,4,33382,2,2,English
0,30030,13,89,240,550911,2,2,English
0,37373,47,65,16,94911,2,2,English
0,77081,48,201,4,128236,7,3,Both
0,44121,39,35,240,334553,2,2,English
0,8901,34,23,4,851258,1,1,Both
0,77060,48,201,240,854366,7,3,Both
0,35763,1,89,64,909915,2,2,English
0,30501,13,139,96,767999,4,3,Both
0,71854,5,91,96,588050,2,2,English
0,77036,48,201,96,353046,7,3,Both
0,16146,42,85,16,961862,0,0,English
0,33014,12,86,96,656265,3,3,Both
0,32904,12,9,96,996776,2,2,English
0,41075,21,37,16,588662,2,2,English
0,92236,6,65,64,783467,1,1,Both
0,7047,34,17,240,645035,1,1,Both
0,33010,12,86,32,598491,3,3,Both
0,77024,48,201,4,788199,2,2,English
0,75060,48,113,32,717088,2,2,English
0,75150,48,113,32,806786,2,2,English
0,65706,29,225,240,262830,2,2,English
0,36305,1,69,32,572853,2,2,English
0,43035,39,41,64,732014,2,2,English
0,60439,17,31,32,528781,2,2,English
0,60609,17,31,240,272200,5,3,Both
0,10025,36,61,32,833648,0,0,English
0,92236,6,65,4,107695,1,1,Both
0,33013,12,86,64,442473,3,3,Both
0,34689,12,103,16,925877,2,2,English
0,60035,17,97,4,180030,2,2,English
0,77069,48,201,240,872800,2,2,English
0,33437,12,99,96,459777,2,2,English
0,7305,34,17,64,255143,0,0,English
0,33647,12,57,96,363334,2,2,English
0,30341,13,89,240,304371,4,3,Both
0,11368,36,81,240,666765,1,1,Both
0,29681,45,45,96,799099,2,2,English
0,33128,12,86,32,983133,3,3,Both
0,69361,31,157,16,69944,2,2,English
0,20783,24,33,4,412656,1,1,Both
0,33803,12,105,32,221630,2,2,English
0,75220,48,113,96,471372,7,3,Both
0,30501,13,139,32,510594,4,3,Both
0,77076,48,201,96,242289,7,3,Both
0,33142,12,86,32,827115,3,3,Both
0,23602,51,700,32,369043,0,0,English
0,35077,1,43,32,971138,2,2,English
0,45056,39,17,240,372245,2,2,English
0,71923,5,19,32,925936,2,2,English
0,70808,22,33,32,44765,2,2,English
0,62040,17,119,32,667860,2,2,English
0,76107,48,439,4,403404,2,2,English
0,35223,1,73,32,847044,2,2,English
0,70503,22,55,16,541965,2,2,English
0,11530,36,59,4,125128,0,0,English
0,98001,53,33,240,869716,0,0,English
0,93247,6,107,16,305525,1,1,Both
0,68467,31,185,64,167211,2,2,English
0,31523,13,127,240,237227,2,2,English
0,30341,13,89,16,100620,4,3,Both
0,75082,48,113,96,708695,2,2,English
0,88063,35,13,64,785268,1,1,Both
0,75061,48,113,96,494903,7,3,Both
0,78040,48,479,16,327714,7,3,Both
0,75081,48,113,16,886443,2,2,English
0,92008,6,73,16,656077,0,0,English
0,30043,13,135,64,311116,2,2,English
0,30349,13,63,96,554207,2,2,English
0,58501,38,15,32,704057,0,0,English
0,71901,5,51,32,410302,2,2,English
0,94109,6,75,240,1001379,0,0,English
0,32750,12,117,96,613629,2,2,English
0,49508,26,81,64,342793,0,0,English
0,12148,36,91,64,45471,0,0,English
0,33184,12,86,240,911716,3,3,Both
0,74112,40,143,96,191413,2,2,English
0,37209,47,37,64,663375,2,2,English
0,77081,48,201,4,848445,7,3,Both
0,74135,40,143,4,751484,2,2,English
0,78704,48,453,64,421532,2,2,English
0,44615,39,19,32,549169,2,2,English
0,77036,48,201,4,949161,7,3,Both
0,7087,34,17,16,671862,1,1,Both
0,75211,48,113,16,452938,7,3,Both
0,91423,6,37,96,629250,0,0,English
0,54115,55,9,240,159948,2,2,English
0,33144,12,86,32,348349,3,3,Both
0,75211,48,113,96,585425,7,3,Both
0,32578,12,91,96,577585,2,2,English
0,33135,12,86,16,51604,3,3,Both
0,36311,1,5,32,528416,2,2,English
0,63011,29,189,64,962133,2,2,English
0,1830,25,9,16,2835,0,0,English
0,75228,48,113,16,400932,2,2,English
0,63532,29,121,240,749989,2,2,English
0,33130,12,86,4,859039,3,3,Both
0,8901,34,23,64,806821,1,1,Both
0,75240,48,113,16,232401,7,3,Both
0,77082,48,201,16,564213,2,2,English
0,33012,12,86,96,751060,3,3,Both
0,36276,1,111,16,750601,2,2,English
0,98021,53,61,32,691968,0,0,English
0,33010,12,86,64,331869,3,3,Both
0,76008,48,367,64,420190,2,2,English
0,76039,48,439,64,162785,2,2,English
0,77845,48,41,32,451808,2,2,English
0,90057,6,37,96,654429,1,1,Both
0,33012,12,86,240,502048,3,3,Both
0,93219,6,107,240,607367,1,1,Both
0,92236,6,65,64,62434,1,1,Both
0,33018,12,86,32,143103,3,3,Both
0,48205,26,163,96,973304,0,0,English
0,77022,48,201,4,716935,7,3,Both
0,77093,48,201,64,982580,7,3,Both
0,30067,13,67,64,98148,2,2,English
0,33179,12,86,16,226727,2,2,English
0,44004,39,7,96,920627,2,2,English
0,92231,6,25,32,577244,1,1,Both
0,63637,29,187,32,527804,2,2,English
0,77006,48,201,64,182867,2,2,English
0,75061,48,113,16,406029,7,3,Both
0,49911,26,53,240,813990,0,0,English
0,30341,13,89,96,508946,4,3,Both
0,77076,48,201,96,82151,7,3,Both
0,73106,40,109,32,243419,6,3,Both
0,75208,48,113,96,122621,7,3,Both
0,5734,50,1,16,66530,0,0,English
0,44629,39,157,96,326984,2,2,English
0,60651,17,31,32,221842,2,2,English
0,30122,13,97,64,738700,2,2,English
0,51510,19,155,64,130649,2,2,English
0,76179,48,439,64,128389,2,2,English
0,33012,12,86,96,4024,3,3,Both
0,78577,48,215,64,988348,2,2,English
0,60613,17,31,32,868315,2,2,English
0,45504,39,23,240,204538,2,2,English
0,33125,12,86,4,162361,3,3,Both
0,10034,36,61,96,229964,1,1,Both
0,75974,48,365,64,597938,2,2,English
0,79912,48,141,4,657878,7,3,Both
0,78582,48,427,32,232919,7,3,Both
0,33165,12,86,4,820370,3,3,Both
0,73106,40,109,64,972021,6,3,Both
0,97501,41,29,240,442956,0,0,English
0,79932,48,141,240,854060,7,3,Both
0,75054,48,439,64,157017,2,2,English
0,49253,26,91,16,182655,0,0,English
0,79835,48,141,16,406394,7,3,Both
0,37042,47,125,4,324665,2,2,English
0,76108,48,439,4,225656,2,2,English
0,79843,48,377,64,657572,7,3,Both
0,92274,6,65,4,579716,1,1,Both
0,92201,6,65,96,630074,1,1,Both
0,41075,21,37,16,633099,2,2,English
0,83646,16,1,240,730790,0,0,English
0,44146,39,35,32,32711,2,2,English
0,35646,1,33,96,838651,2,2,English
0,93256,6,107,64,154604,1,1,Both
0,77505,48,201,240,895354,2,2,English
0,50054,19,99,4,974128,2,2,English
0,92236,6,65,16,578068,1,1,Both
0,75758,48,213,16,99914,2,2,English
0,11368,36,81,96,489017,1,1,Both
0,33023,12,11,4,480989,2,2,English
0,79932,48,141,16,125458,7,3,Both
0,54166,55,115,16,675582,2,2,English
0,52553,19,123,4,433315,2,2,English
0,78852,48,323,240,4813,7,3,Both
0,90270,6,37,32,639962,1,1,Both
0,74364,40,97,96,84929,2,2,English
0,75211,48,113,240,337237,7,3,Both
0,61615,17,143,16,836391,2,2,English
0,33177,12,86,240,804408,3,3,Both
0,33125,12,86,32,527074,3,3,Both
0,70114,22,71,240,950291,2,2,English
0,44126,39,35,32,583565,2,2,English
0,77076,48,201,32,669049,7,3,Both
0,62966,17,77,32,313188,2,2,English
0,54520,55,41,64,489441,2,2,English
0,28269,37,119,96,512395,0,0,English
0,78520,48,61,64,649638,7,3,Both
0,79932,48,141,96,676312,7,3,Both
0,65616,29,213,16,751637,2,2,English
0,33014,12,86,64,381250,3,3,Both
0,76132,48,439,16,208046,2,2,English
0,60018,17,31,32,668837,2,2,English
0,78665,48,491,16,261394,2,2,English
0,78130,48,91,240,497069,2,2,English
0,33013,12,86,32,859192,3,3,Both
0,45415,39,113,240,622081,2,2,English
0,93033,6,111,32,171390,1,1,Both
0,75023,48,85,96,681044,2,2,English
0,34951,12,111,4,757346,2,2,English
0,38851,28,17,4,114993,2,2,English
0,33436,12,99,96,593088,2,2,English
0,32548,12,91,64,61951,2,2,English
0,75650,48,203,32,117524,2,2,English
0,77036,48,201,96,913941,7,3,Both
0,33126,12,86,4,270493,3,3,Both
0,68434,31,159,64,344959,2,2,English
0,33012,12,86,96,538916,3,3,Both
0,30088,13,89,32,640609,2,2,English
0,32571,12,113,32,622022,2,2,English
0,74343,40,115,4,351551,2,2,English
0,33012,12,86,240,795497,3,3,Both
0,27522,37,77,64,120855,0,0,English
0,93036,6,111,4,64906,1,1,Both
0,73106,40,109,16,145328,6,3,Both
0,75287,48,85,4,419366,2,2,English
0,73112,40,109,32,3624,2,2,English
0,78643,48,299,240,145693,2,2,English
0,78255,48,29,4,9086,2,2,English
0,30331,13,121,64,10922,2,2,English
0,85308,4,13,4,677960,0,0,English
0,44067,39,153,240,680832,2,2,English
0,21234,24,5,240,66377,0,0,English
0,62618,17,17,4,570593,2,2,English
0,65604,29,77,16,13818,2,2,English
0,44811,39,77,96,691697,2,2,English
0,34231,12,115,240,9486,2,2,English
0,90006,6,37,64,874966,1,1,Both
0,72756,5,7,4,598091,2,2,English
0,76106,48,439,16,758900,7,3,Both
0,30906,13,245,32,396541,2,2,English
0,54216,55,61,32,408960,2,2,English
0,7018,34,13,32,458070,0,0,English
0,53140,55,59,64,362875,2,2,English
0,11368,36,81,64,835296,1,1,Both
0,33135,12,86,32,274613,3,3,Both
0,29456,45,35,16,33629,2,2,English
0,64152,29,165,4,350880,2,2,English
0,92201,6,65,4,7956,1,1,Both
0,53085,55,117,16,380485,2,2,English
0,73119,40,109,4,341510,2,2,English
0,35217,1,73,4,198099,2,2,English
0,44281,39,103,64,913058,2,2,English
0,33165,12,86,4,980508,3,3,Both
0,66067,20,59,4,298874,2,2,English
0,70443,22,105,16,559575,2,2,English
0,77080,48,201,4,30145,2,2,English
0,78852,48,323,64,875943,7,3,Both
0,33010,12,86,4,970773,3,3,Both
0,32130,12,127,96,958260,2,2,English
0,97420,41,11,32,709578,0,0,English
0,30259,13,77,96,19315,2,2,English
0,73106,40,109,240,936801,6,3,Both
0,34243,12,81,32,125187,2,2,English
0,97882,41,59,32,914153,0,0,English
0,7860,34,37,4,104222,0,0,English
0,42261,21,31,240,962592,2,2,English
0,76177,48,439,16,261700,2,2,English
0,77036,48,201,4,948337,7,3,Both
0,33135,12,86,4,558021,3,3,Both
0,42211,21,221,64,269210,2,2,English
0,30341,13,89,16,420072,4,3,Both
0,77039,48,201,64,560093,7,3,Both
0,61753,17,113,4,347584,2,2,English
0,11566,36,59,4,774073,0,0,English
0,30501,13,139,16,502201,4,3,Both
0,47119,18,43,16,865172,2,2,English
0,39845,13,201,240,169471,2,2,English
0,10034,36,61,32,390102,1,1,Both
0,33142,12,86,16,320698,3,3,Both
0,40258,21,111,240,543401,2,2,English
0,70510,22,113,240,186469,2,2,English
0,77039,48,201,240,160160,7,3,Both
0,33135,12,86,32,86824,3,3,Both
0,69343,31,161,4,203255,2,2,English
0,33135,12,86,96,416317,3,3,Both
0,72916,5,131,64,802666,2,2,English
0,28704,37,21,96,228163,0,0,English
0,79927,48,141,240,933717,7,3,Both
0,77081,48,201,64,66189,7,3,Both
0,72076,5,119,16,330645,2,2,English
0,37186,47,165,96,680985,2,2,English
0,70121,22,51,32,328173,2,2,English
0,33054,12,86,240,19009,2,2,English
0,6608,9,1,16,342369,0,0,English
0,75211,48,113,16,229929,7,3,Both
0,35072,1,37,16,55571,2,2,English
0,63628,29,187,32,616678,2,2,English
0,7202,34,39,16,983745,1,1,Both
0,15001,42,7,96,508275,0,0,English
0,33016,12,86,16,826444,3,3,Both
0,92324,6,71,96,917602,0,0,English
0,55423,27,53,16,134769,0,0,English
0,36265,1,15,64,57219,2,2,English
0,33172,12,86,16,723103,3,3,Both
0,32159,12,69,64,336142,2,2,English
0,1420,25,27,16,713827,0,0,English
0,77081,48,201,64,599433,7,3,Both
0,77093,48,201,32,289198,7,3,Both
0,95337,6,77,96,219947,0,0,English
0,95815,6,67,96,806845,0,0,English
0,75032,48,397,16,58926,2,2,English
0,20783,24,33,96,341392,1,1,Both
0,33126,12,86,240,387018,3,3,Both
0,33141,12,86,64,986429,3,3,Both
0,30501,13,139,32,661515,4,3,Both
0,73106,40,109,240,65671,6,3,Both
0,93640,6,19,96,742326,1,1,Both
0,33165,12,86,64,2894,3,3,Both
0,63109,29,510,4,571417,2,2,English
0,48601,26,145,64,555761,0,0,English
0,52806,19,163,32,798028,2,2,English
0,47978,18,73,32,875213,2,2,English
0,31794,13,277,4,850952,2,2,English
0,33184,12,86,16,289598,3,3,Both
0,30341,13,89,64,971750,4,3,Both
0,53206,55,79,64,194344,2,2,English
0,33010,12,86,4,375482,3,3,Both
0,35405,1,125,240,829434,2,2,English
0,33130,12,86,16,903476,3,3,Both
0,29506,45,41,64,131720,2,2,English
0,44256,39,103,64,441861,2,2,English
0,79849,48,141,240,326737,7,3,Both
0,33014,12,86,64,878450,3,3,Both
0,93905,6,53,16,520965,1,1,Both
0,33128,12,86,240,778558,3,3,Both
0,33157,12,86,32,704669,3,3,Both
0,79932,48,141,32,969761,7,3,Both
0,75479,48,147,16,46260,2,2,English
0,33183,12,86,96,369255,3,3,Both
0,92231,6,25,64,34783,1,1,Both
0,20783,24,33,96,741325,1,1,Both
0,10457,36,5,240,639114,0,0,English
0,29123,45,63,32,548439,2,2,English
0,91701,6,71,32,229317,0,0,English
0,33811,12,105,96,737264,2,2,English
0,90270,6,37,64,583989,1,1,Both
0,78758,48,453,32,439966,2,2,English
0,74021,40,143,64,48885,2,2,English
0,33325,12,11,64,645918,2,2,English
0,49690,26,55,240,31734,0,0,English
0,77047,48,201,16,702621,2,2,English
0,77503,48,201,16,68661,2,2,English
0,33015,12,86,240,283983,3,3,Both
0,78660,48,453,96,483579,2,2,English
0,33013,12,86,32,139807,3,3,Both
0,60201,17,31,4,278945,2,2,English
0,19810,10,3,4,322958,2,2,English
0,78541,48,215,32,641245,2,2,English
0,68714,31,115,4,798546,2,2,English
0,71263,22,123,96,596443,2,2,English
0,37343,47,65,4,628155,2,2,English
0,71343,22,25,32,889892,2,2,English
0,33016,12,86,4,45012,3,3,Both
0,47905,18,157,16,892823,2,2,English
0,77429,48,201,16,814873,2,2,English
0,33010,12,86,96,561623,3,3,Both
0,33012,12,86,64,120549,3,3,Both
0,40220,21,111,240,810023,2,2,English
0,19526,42,11,240,269304,0,0,English
0,65026,29,131,96,537845,2,2,English
0,29486,45,15,4,798275,2,2,English
0,63031,29,189,32,251141,2,2,English
0,53186,55,133,4,949773,2,2,English
0,75013,48,85,64,32099,2,2,English
0,68620,31,11,240,238475,2,2,English
0,63366,29,183,32,767599,2,2,English
0,78247,48,29,16,853389,2,2,English
0,30341,13,89,240,571817,4,3,Both
0,78582,48,427,64,144045,7,3,Both
0,93219,6,107,32,545320,1,1,Both
0,35967,1,49,4,181313,2,2,English
0,29640,45,77,240,123327,2,2,English
0,73628,40,129,240,733050,2,2,English
0,33010,12,86,16,170907,3,3,Both
0,10033,36,61,16,442932,1,1,Both
0,93640,6,19,32,13724,1,1,Both
0,71303,22,79,32,978766,2,2,English
0,33128,12,86,4,138830,3,3,Both
0,43605,39,95,32,973457,2,2,English
0,35401,1,125,32,269363,2,2,English
0,37215,47,37,16,956824,2,2,English
0,78559,48,61,64,872647,2,2,English
0,67501,20,155,64,886596,2,2,English
0,64079,29,165,4,652722,2,2,English
0,33012,12,86,64,519658,3,3,Both
0,46356,18,89,96,766257,2,2,English
0,29406,45,19,96,317861,2,2,English
0,77036,48,201,64,957554,7,3,Both
0,30345,13,89,96,643081,2,2,English
0,44112,39,35,96,823360,2,2,English
0,11368,36,81,4,568674,1,1,Both
0,45879,39,125,4,596078,2,2,English
0,32955,12,9,16,63599,2,2,English
0,52217,19,171,4,113039,2,2,English
0,78852,48,323,240,466793,7,3,Both
0,90017,6,37,16,609168,1,1,Both
0,75211,48,113,4,576208,7,3,Both
0,47380,18,135,240,163397,2,2,English
0,32905,12,9,96,952339,2,2,English
0,33767,12,103,16,372551,2,2,English
0,90057,6,37,240,32311,1,1,Both
0,77532,48,201,16,139925,2,2,English
0,79835,48,141,240,735063,7,3,Both
0,47203,18,5,96,714251,2,2,English
0,79938,48,141,64,356860,2,2,English
0,7047,34,17,240,58137,1,1,Both
0,32778,12,69,16,373834,2,2,English
0,33172,12,86,4,625836,3,3,Both
0,60641,17,31,96,977271,2,2,English
0,75228,48,113,4,356495,2,2,English
0,33165,12,86,32,269516,3,3,Both
0,90006,6,37,4,65883,1,1,Both
0,33015,12,86,96,390467,3,3,Both
0,77057,48,201,240,978460,7,3,Both
0,62095,17,119,16,356801,2,2,English
0,77808,48,41,96,807304,2,2,English
0,7087,34,17,4,156228,1,1,Both
0,32963,12,61,96,623670,2,2,English
0,79849,48,141,32,86942,7,3,Both
0,39401,28,35,32,755545,2,2,English
0,76233,48,97,64,981909,2,2,English
0,33016,12,86,64,773614,3,3,Both
0,11771,36,59,64,667589,0,0,English
0,69162,31,33,64,425440,2,2,English
0,17560,42,71,32,277697,0,0,English
0,73127,40,109,32,163762,2,2,English
0,33016,12,86,96,62622,3,3,Both
0,73119,40,109,64,297073,2,2,English
0,63021,29,189,64,695511,2,2,English
0,33142,12,86,4,516056,3,3,Both
0,79836,48,141,32,299910,7,3,Both
0,92231,6,25,240,283795,1,1,Both
0,33010,12,86,240,713368,3,3,Both
0,77039,48,201,16,977636,7,3,Both
0,77036,48,201,64,674146,7,3,Both
0,30528,13,311,16,866914,2,2,English
0,33135,12,86,4,771813,3,3,Both
0,28601,37,35,64,628096,0,0,English
0,79928,48,141,96,116241,2,2,English
0,77081,48,201,4,172673,7,3,Both
0,90278,6,37,16,521942,0,0,English
0,79932,48,141,64,552218,7,3,Both
0,79835,48,141,4,95335,7,3,Both
0,93247,6,107,32,821159,1,1,Both
0,77036,48,201,16,131685,7,3,Both
0,73108,40,109,16,136935,2,2,English
0,33130,12,86,64,796992,3,3,Both
0,33612,12,57,4,309680,2,2,English
0,77389,48,201,240,432550,2,2,English
0,33905,12,71,4,879792,2,2,English
0,33012,12,86,96,590098,3,3,Both
0,77583,48,39,4,193579,2,2,English
0,63670,29,186,96,216745,2,2,English
0,36027,1,5,32,48002,2,2,English
0,75089,48,113,64,486510,2,2,English
0,33125,12,86,96,304889,3,3,Both
0,38301,47,113,32,585366,2,2,English
0,60609,17,31,240,14795,5,3,Both
0,35620,1,83,240,323017,2,2,English
0,93272,6,107,32,608191,1,1,Both
0,33135,12,86,32,506015,3,3,Both
0,62675,17,129,32,997353,2,2,English
0,60077,17,31,4,971503,2,2,English
0,7202,34,39,4,717123,1,1,Both
0,92201,6,65,96,701338,1,1,Both
0,66047,20,45,4,920992,2,2,English
0,77581,48,39,16,326890,2,2,English
0,67214,20,173,32,77513,2,2,English
0,68508,31,109,16,727282,2,2,English
